Response ID,Time Started,Date Submitted,Status,Language,SessionID,User Agent,Tags,IP Address,Longitude,Latitude,Country,City,State/Region,Postal,Which higher education institution do you or did you study at?,What is your current year of study as of 2025?,What will be your highest qualification when you graduate?,Which of the following best describes the main subject that you are studying? ,Please indicate your nationality.,What is your gender?,Which of these statements best describes your current perception of the organisation as an employer?,Types of roles available:What do you wish to learn more about regarding the organisation as an employer? (Pick 3)  ,Career progression and development:What do you wish to learn more about regarding the organisation as an employer? (Pick 3)  ,Compensation and benefits:What do you wish to learn more about regarding the organisation as an employer? (Pick 3)  ,Work-life balance and culture:What do you wish to learn more about regarding the organisation as an employer? (Pick 3)  ,Application and interview process:What do you wish to learn more about regarding the organisation as an employer? (Pick 3)  ,Other - Write In (Required):What do you wish to learn more about regarding the organisation as an employer? (Pick 3)  ,Other - Write In (Required):What do you wish to learn more about regarding the organisation as an employer? (Pick 3)  .1,"On a scale from 1 to 10 (1 – Low, 10 – High), how would you rate the attractiveness of the organisation as an employer?   ",Which of these factors would most motivate you to apply for a position at the organisation?  ,Other - Write In (Required):Which of these factors would most motivate you to apply for a position at the organisation?  ,awareness_score,motivation_category,attractiveness_rating,awareness_normalized,attractiveness_normalized,composite_intent_score,cluster
326,2025-09-27 17:21:08,2025-09-27 17:22:11,Complete,English,1758964866_68d7ac82f0abf1.12768458,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36",,112.199.240.202,103.85540008545,1.3035999536514,Singapore,Singapore,0,18,National University of Singapore (NUS),Year 2,Bachelor's Degree,"Medicine, Dentistry and related subjects",Singaporean/Singapore PR,Male,"I recognise the organisation by name, but don’t have a clear impression of them",Types of roles available,Career progression and development,Compensation and benefits,,,,,6,Compensation package,,2,Stability-oriented,6,0.3333333333333333,0.5555555555555556,0.4444444444444444,3
327,2025-09-27 18:31:25,2025-09-27 18:32:19,Complete,English,1758969082_68d7bcfa8a6301.01343283,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36",,103.234.107.193,103.80139923096,1.3673000335693,Singapore,,,,Nanyang Technological University (NTU),Year 2,Bachelor's Degree,Psychology,Singaporean/Singapore PR,Female,"I have a general positive impression of the organisation, but don’t know much about what jobs they offer",Types of roles available,Career progression and development,,Work-life balance and culture,,,,6,Work-life balance,,3,Values-oriented,6,0.6666666666666666,0.5555555555555556,0.6111111111111112,1
328,2025-09-27 18:33:36,2025-09-27 18:34:37,Complete,English,1758969214_68d7bd7ecbb344.77675471,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36",,103.234.107.193,103.80139923096,1.3673000335693,Singapore,,,,Nanyang Technological University (NTU),Year 2,Bachelor's Degree,Psychology,Singaporean/Singapore PR,Female,"I have a general positive impression of the organisation, but don’t know much about what jobs they offer",Types of roles available,Career progression and development,,Work-life balance and culture,,,,9,Meaningful work impact,,3,Values-oriented,9,0.6666666666666666,0.8888888888888888,0.7777777777777777,2
329,2025-09-27 18:35:04,2025-09-27 18:35:42,Complete,English,1758969302_68d7bdd6c05299.74163544,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36",,103.234.107.193,103.80139923096,1.3673000335693,Singapore,,,,Nanyang Technological University (NTU),Year 2,Bachelor's Degree,Psychology,Singaporean/Singapore PR,Female,"I have a general positive impression of the organisation, but don’t know much about what jobs they offer",Types of roles available,Career progression and development,,Work-life balance and culture,,,,9,Meaningful work impact,,3,Values-oriented,9,0.6666666666666666,0.8888888888888888,0.7777777777777777,2
330,2025-09-27 18:36:42,2025-09-27 18:37:19,Complete,English,1758969400_68d7be38cd4479.36985523,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36",,103.234.107.193,103.80139923096,1.3673000335693,Singapore,,,,Nanyang Technological University (NTU),Year 2,Bachelor's Degree,Psychology,Singaporean/Singapore PR,Female,"I have a general positive impression of the organisation, but don’t know much about what jobs they offer",Types of roles available,Career progression and development,Compensation and benefits,,,,,9,Meaningful work impact,,3,Values-oriented,9,0.6666666666666666,0.8888888888888888,0.7777777777777777,2
331,2025-09-27 18:37:31,2025-09-27 18:38:04,Complete,English,1758969449_68d7be69666855.39731025,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36",,103.234.107.193,103.80139923096,1.3673000335693,Singapore,,,,Nanyang Technological University (NTU),Year 2,Bachelor's Degree,Psychology,Singaporean/Singapore PR,Female,"I have a general positive impression of the organisation, but don’t know much about what jobs they offer",Types of roles available,Career progression and development,Compensation and benefits,,,,,9,Meaningful work impact,,3,Values-oriented,9,0.6666666666666666,0.8888888888888888,0.7777777777777777,2
332,2025-09-27 18:38:16,2025-09-27 18:38:53,Complete,English,1758969494_68d7be96b04839.46714868,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36",,103.234.107.193,103.80139923096,1.3673000335693,Singapore,,,,Nanyang Technological University (NTU),Year 2,Bachelor's Degree,Psychology,Singaporean/Singapore PR,Female,"I have a general positive impression of the organisation, but don’t know much about what jobs they offer",Types of roles available,Career progression and development,Compensation and benefits,,,,,9,Meaningful work impact,,3,Values-oriented,9,0.6666666666666666,0.8888888888888888,0.7777777777777777,2
333,2025-09-27 18:39:04,2025-09-27 18:39:40,Complete,English,1758969542_68d7bec6c7e2f1.74013517,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36",,103.234.107.193,103.80139923096,1.3673000335693,Singapore,,,,Nanyang Technological University (NTU),Year 2,Bachelor's Degree,Psychology,Singaporean/Singapore PR,Female,"I have a general positive impression of the organisation, but don’t know much about what jobs they offer",Types of roles available,Career progression and development,Compensation and benefits,,,,,9,Meaningful work impact,,3,Values-oriented,9,0.6666666666666666,0.8888888888888888,0.7777777777777777,2
334,2025-09-27 18:39:50,2025-09-27 18:40:24,Complete,English,1758969589_68d7bef51f4667.96780785,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36",,103.234.107.193,103.80139923096,1.3673000335693,Singapore,,,,Nanyang Technological University (NTU),Year 2,Bachelor's Degree,Psychology,Singaporean/Singapore PR,Female,"I have a general positive impression of the organisation, but don’t know much about what jobs they offer",Types of roles available,Career progression and development,Compensation and benefits,,,,,9,Meaningful work impact,,3,Values-oriented,9,0.6666666666666666,0.8888888888888888,0.7777777777777777,2
335,2025-09-27 18:40:34,2025-09-27 18:41:05,Complete,English,1758969632_68d7bf204f35f6.08735878,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36",,103.234.107.193,103.80139923096,1.3673000335693,Singapore,,,,Nanyang Technological University (NTU),Year 2,Bachelor's Degree,Psychology,Singaporean/Singapore PR,Female,I’m familiar with the organisation and would consider them as a potential employer,Types of roles available,Career progression and development,Compensation and benefits,,,,,9,Meaningful work impact,,4,Values-oriented,9,1.0,0.8888888888888888,0.9444444444444444,2
336,2025-09-27 18:41:50,2025-09-27 18:42:19,Complete,English,1758969709_68d7bf6d07dce0.59594598,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36",,103.234.107.193,103.80139923096,1.3673000335693,Singapore,,,,Nanyang Technological University (NTU),Year 2,Bachelor's Degree,Psychology,Singaporean/Singapore PR,Female,"I have a general positive impression of the organisation, but don’t know much about what jobs they offer",Types of roles available,Career progression and development,Compensation and benefits,,,,,9,Meaningful work impact,,3,Values-oriented,9,0.6666666666666666,0.8888888888888888,0.7777777777777777,2
337,2025-09-27 18:42:35,2025-09-27 18:43:06,Complete,English,1758969753_68d7bf99480748.20921432,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36",,103.234.107.193,103.80139923096,1.3673000335693,Singapore,,,,Nanyang Technological University (NTU),Year 2,Bachelor's Degree,Psychology,Singaporean/Singapore PR,Female,"I have a general positive impression of the organisation, but don’t know much about what jobs they offer",Types of roles available,Career progression and development,Compensation and benefits,,,,,8,Meaningful work impact,,3,Values-oriented,8,0.6666666666666666,0.7777777777777778,0.7222222222222222,2
338,2025-09-27 18:43:17,2025-09-27 18:43:46,Complete,English,1758969794_68d7bfc2e37dc7.46040165,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36",,103.234.107.193,103.80139923096,1.3673000335693,Singapore,,,,Nanyang Technological University (NTU),Year 2,Bachelor's Degree,Psychology,Singaporean/Singapore PR,Female,"I have a general positive impression of the organisation, but don’t know much about what jobs they offer",Types of roles available,Career progression and development,Compensation and benefits,,,,,9,Career growth opportunities,,3,Growth-oriented,9,0.6666666666666666,0.8888888888888888,0.7777777777777777,2
339,2025-09-27 18:43:57,2025-09-27 18:44:23,Complete,English,1758969836_68d7bfec1b1d17.46611471,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36",,103.234.107.193,103.80139923096,1.3673000335693,Singapore,,,,Nanyang Technological University (NTU),Year 2,Bachelor's Degree,Psychology,Singaporean/Singapore PR,Female,"I have a general positive impression of the organisation, but don’t know much about what jobs they offer",Types of roles available,Career progression and development,Compensation and benefits,,,,,9,Meaningful work impact,,3,Values-oriented,9,0.6666666666666666,0.8888888888888888,0.7777777777777777,2
340,2025-09-27 18:45:03,2025-09-27 18:45:33,Complete,English,1758969900_68d7c02c4f6fe0.54625255,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36",,103.234.107.193,103.80139923096,1.3673000335693,Singapore,,,,Nanyang Technological University (NTU),Year 2,Bachelor's Degree,Psychology,Singaporean/Singapore PR,Female,"I have a general positive impression of the organisation, but don’t know much about what jobs they offer",Types of roles available,Career progression and development,Compensation and benefits,,,,,9,Career growth opportunities,,3,Growth-oriented,9,0.6666666666666666,0.8888888888888888,0.7777777777777777,2
342,2025-09-27 21:14:49,2025-09-27 21:22:23,Complete,English,1758978888_68d7e3480c47d9.01338613,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:143.0) Gecko/20100101 Firefox/143.0,,138.75.18.190,103.8862991333,1.3690999746323,Singapore,Singapore,0,54,Singapore Management University (SMU),Year 3,Bachelor's Degree,"Business/Management (Accounting, Finance, Marketing, Management, etc.)",Singaporean/Singapore PR,Male,I’m familiar with the organisation and would consider them as a potential employer,Types of roles available,Career progression and development,Compensation and benefits,,,,,8,Meaningful work impact,,4,Values-oriented,8,1.0,0.7777777777777778,0.8888888888888888,2
343,2025-09-27 21:15:45,2025-09-27 21:17:48,Complete,English,1758978943_68d7e37fe07d02.90306185,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36",,138.75.18.190,103.8862991333,1.3690999746323,Singapore,Singapore,0,54,LASALLE College of the Arts (LASALLE),Year 2,Bachelor's Degree,"Architecture, Building and Planning",Singaporean/Singapore PR,Male,"I recognise the organisation by name, but don’t have a clear impression of them",Types of roles available,Career progression and development,Compensation and benefits,,,,,5,Career growth opportunities,,2,Growth-oriented,5,0.3333333333333333,0.4444444444444444,0.38888888888888884,3
345,2025-09-27 21:18:38,2025-09-27 21:19:41,Complete,English,1758979117_68d7e42d000674.22570977,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36 Edg/140.0.0.0",,138.75.18.190,103.8862991333,1.3690999746323,Singapore,Singapore,0,54,National Institute of Education (NIE),Year 2,Bachelor's Degree,Education/Teaching,Singaporean/Singapore PR,Female,"I have a general positive impression of the organisation, but don’t know much about what jobs they offer",,,Compensation and benefits,Work-life balance and culture,Application and interview process,,,3,Meaningful work impact,,3,Values-oriented,3,0.6666666666666666,0.2222222222222222,0.4444444444444444,1
346,2025-09-27 21:20:48,2025-09-27 21:27:18,Complete,English,1758979246_68d7e4ae73ced1.56423106,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36",,138.75.18.190,103.8862991333,1.3690999746323,Singapore,Singapore,0,54,Nanyang Technological University (NTU),Year 1,Bachelor's Degree,"Engineering (Electrical/Electronics, Mechanical, Civil, Chemical, Industrial Engineering, etc.)",Singaporean/Singapore PR,Female,"I have a general positive impression of the organisation, but don’t know much about what jobs they offer",,Career progression and development,Compensation and benefits,Work-life balance and culture,,,,1,Compensation package,,3,Stability-oriented,1,0.6666666666666666,0.0,0.3333333333333333,1
347,2025-09-27 21:27:30,2025-09-27 21:30:05,Complete,English,1758979648_68d7e640bd9300.60445986,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36",,138.75.18.190,103.8862991333,1.3690999746323,Singapore,Singapore,0,54,National University of Singapore (NUS),Year 4,Bachelor's Degree,Politics,Singaporean/Singapore PR,Male,I’m familiar with the organisation and would consider them as a potential employer,,Career progression and development,Compensation and benefits,Work-life balance and culture,,,,10,Career growth opportunities,,4,Growth-oriented,10,1.0,1.0,1.0,2
348,2025-09-27 21:27:32,2025-09-27 21:30:52,Complete,English,1758979622_68d7e626390ad5.89346876,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:143.0) Gecko/20100101 Firefox/143.0,,138.75.18.190,103.8862991333,1.3690999746323,Singapore,Singapore,0,54,Singapore University of Technology and Design (SUTD),Year 1,Bachelor's Degree,"Engineering (Electrical/Electronics, Mechanical, Civil, Chemical, Industrial Engineering, etc.)",Singaporean/Singapore PR,Female,I’m not familiar enough with the organisation to form a solid opinion,Types of roles available,Career progression and development,Compensation and benefits,,,,,4,Compensation package,,1,Stability-oriented,4,0.0,0.3333333333333333,0.16666666666666666,0
349,2025-09-27 21:27:30,2025-09-27 21:28:31,Complete,English,1758979616_68d7e620b3c326.08502474,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36",,138.75.18.190,103.8862991333,1.3690999746323,Singapore,Singapore,0,54,National Institute of Education (NIE),Year 3,Bachelor's Degree,Education/Teaching,Singaporean/Singapore PR,Male,"I have a general positive impression of the organisation, but don’t know much about what jobs they offer",Types of roles available,,Compensation and benefits,Work-life balance and culture,,,,6,Job security,,3,Stability-oriented,6,0.6666666666666666,0.5555555555555556,0.6111111111111112,1
350,2025-09-27 21:27:31,2025-09-27 21:29:21,Complete,English,1758979620_68d7e624751f91.29080800,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36 Edg/140.0.0.0",,138.75.18.190,103.8862991333,1.3690999746323,Singapore,Singapore,0,54,National University of Singapore (NUS),Year 2,Bachelor's Degree,IT and Technology,Singaporean/Singapore PR,Male,I’m familiar with the organisation and would consider them as a potential employer,,Career progression and development,Compensation and benefits,,Application and interview process,,,8,Compensation package,,4,Stability-oriented,8,1.0,0.7777777777777778,0.8888888888888888,2
351,2025-09-27 21:37:13,2025-09-27 21:38:07,Complete,English,1758979898_68d7e73a8dc1e9.61718823,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36",,138.75.18.190,103.8862991333,1.3690999746323,Singapore,Singapore,0,54,Nanyang Technological University (NTU),Year 2,Bachelor's Degree,English,Singaporean/Singapore PR,Female,"I recognise the organisation by name, but don’t have a clear impression of them",,Career progression and development,Compensation and benefits,Work-life balance and culture,,,,1,Compensation package,,2,Stability-oriented,1,0.3333333333333333,0.0,0.16666666666666666,0
352,2025-09-27 21:38:40,2025-09-27 21:39:19,Complete,English,1758979896_68d7e738ecb5c0.66718865,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36 Edg/140.0.0.0",,138.75.18.190,103.8862991333,1.3690999746323,Singapore,Singapore,0,54,National University of Singapore (NUS),Year 4,Bachelor's Degree,Media,Singaporean/Singapore PR,Male,I’m familiar with the organisation and would consider them as a potential employer,,Career progression and development,,Work-life balance and culture,Application and interview process,,,10,Career growth opportunities,,4,Growth-oriented,10,1.0,1.0,1.0,2
