Status,Country,Which higher education institution do you or did you study at?,What is your current year of study as of 2025?,What will be your highest qualification when you graduate?,Which of the following best describes the main subject that you are studying?,Please indicate your nationality.,What is your gender?,Which of these statements best describes your current perception of the organisation as an employer?,Types of roles available:What do you wish to learn more about regarding the organisation as an employer? (Pick 3),Career progression and development:What do you wish to learn more about regarding the organisation as an employer? (Pick 3),Compensation and benefits:What do you wish to learn more about regarding the organisation as an employer? (Pick 3),Work-life balance and culture:What do you wish to learn more about regarding the organisation as an employer? (Pick 3),Application and interview process:What do you wish to learn more about regarding the organisation as an employer? (Pick 3),Other - Write In (Required):What do you wish to learn more about regarding the organisation as an employer? (Pick 3),Other - Write In (Required):What do you wish to learn more about regarding the organisation as an employer? (Pick 3)  .1,"On a scale from 1 to 10 (1 – Low, 10 – High), how would you rate the attractiveness of the organisation as an employer?",Which of these factors would most motivate you to apply for a position at the organisation?,target,survey_duration_minutes,hour_started,is_weekend,is_business_hours,is_mobile,is_singapore,zero_duration,likely_timeout,reached_demographics,reached_perception,reached_interests,reached_attractiveness,reached_motivation,inst_grouped,subj_grouped,gender_fixed
Complete,,Nanyang Technological University (NTU),Year 3,Bachelor's Degree,"Engineering (Electrical/Electronics, Mechanical, Civil, Chemical, Industrial Engineering, etc.)",Singaporean/Singapore PR,Female,I’m familiar with the organisation and would consider them as a potential employer,Types of roles available,,,Work-life balance and culture,Application and interview process,,,7.0,Job security,0,1.3166666666666667,5,0,0,0,0,0,0,1,1,1,1,1,Autonomous,STEM,Female
Complete,,Nanyang Technological University (NTU),Year 3,Bachelor's Degree,"Engineering (Electrical/Electronics, Mechanical, Civil, Chemical, Industrial Engineering, etc.)",Singaporean/Singapore PR,Female,I’m familiar with the organisation and would consider them as a potential employer,Types of roles available,,Compensation and benefits,Work-life balance and culture,,,,7.0,Career growth opportunities,0,0.6,5,0,0,0,0,0,0,1,1,1,1,1,Autonomous,STEM,Female
Complete,,Nanyang Technological University (NTU),Year 3,Bachelor's Degree,"Engineering (Electrical/Electronics, Mechanical, Civil, Chemical, Industrial Engineering, etc.)",Singaporean/Singapore PR,Female,I’m familiar with the organisation and would consider them as a potential employer,,Career progression and development,Compensation and benefits,Work-life balance and culture,,,,7.0,Meaningful work impact,0,0.65,5,0,0,0,0,0,0,1,1,1,1,1,Autonomous,STEM,Female
Complete,,Nanyang Technological University (NTU),Year 3,Bachelor's Degree,"Engineering (Electrical/Electronics, Mechanical, Civil, Chemical, Industrial Engineering, etc.)",Singaporean/Singapore PR,Female,I’m familiar with the organisation and would consider them as a potential employer,Types of roles available,,Compensation and benefits,Work-life balance and culture,,,,9.0,Compensation package,0,0.7833333333333333,5,0,0,0,0,0,0,1,1,1,1,1,Autonomous,STEM,Female
Complete,,Nanyang Technological University (NTU),Year 3,Bachelor's Degree,"Engineering (Electrical/Electronics, Mechanical, Civil, Chemical, Industrial Engineering, etc.)",Singaporean/Singapore PR,Female,I’m familiar with the organisation and would consider them as a potential employer,,,Compensation and benefits,Work-life balance and culture,Application and interview process,,,10.0,Work-life balance,0,0.55,5,0,0,0,0,0,0,1,1,1,1,1,Autonomous,STEM,Female
Complete,Singapore,Yale-NUS College,Year 2,Bachelor's Degree,"Business/Management (Accounting, Finance, Marketing, Management, etc.)",Singaporean/Singapore PR,Male,I’m familiar with the organisation and would consider them as a potential employer,Types of roles available,Career progression and development,Compensation and benefits,,,,,2.0,Other - Write In (Required),0,0.8,13,0,1,0,1,0,0,1,1,1,1,1,Non-Autonomous/Other,Business/Management,Male
Partial,Singapore,Yale-NUS College,Year 3,Bachelor's Degree,"Agriculture, Veterinary Science and related subjects",Singaporean/Singapore PR,Male,,,,,,,,,,,1,3.066666666666667,13,0,1,0,1,0,0,1,0,0,0,0,Non-Autonomous/Other,Other/General,Male
Complete,Singapore,Yale-NUS College,Year 3,Bachelor's Degree,"Business/Management (Accounting, Finance, Marketing, Management, etc.)",Singaporean/Singapore PR,Male,"I recognise the organisation by name, but don’t have a clear impression of them",Types of roles available,Career progression and development,Compensation and benefits,,,,,2.0,Meaningful work impact,0,0.7166666666666667,13,0,1,0,1,0,0,1,1,1,1,1,Non-Autonomous/Other,Business/Management,Male
Complete,Singapore,Yale-NUS College,Year 3,Bachelor's Degree,"Business/Management (Accounting, Finance, Marketing, Management, etc.)",Singaporean/Singapore PR,Male,I’m not familiar enough with the organisation to form a solid opinion,Types of roles available,Career progression and development,Compensation and benefits,,,,,2.0,Meaningful work impact,0,0.4,13,0,1,0,1,0,0,1,1,1,1,1,Non-Autonomous/Other,Business/Management,Male
Complete,Singapore,Nanyang Technological University (NTU),Year 1,Bachelor's Degree,"Business/Management (Accounting, Finance, Marketing, Management, etc.)",Singaporean/Singapore PR,Female,"I recognise the organisation by name, but don’t have a clear impression of them",Types of roles available,,,Work-life balance and culture,Application and interview process,,,4.0,Work-life balance,0,1.1333333333333333,13,0,1,1,1,0,0,1,1,1,1,1,Autonomous,Business/Management,Female
Complete,Singapore,Yale-NUS College,Year 3,Bachelor's Degree,"Business/Management (Accounting, Finance, Marketing, Management, etc.)",Singaporean/Singapore PR,Male,I’m familiar with the organisation and would consider them as a potential employer,Types of roles available,Career progression and development,Compensation and benefits,,,,,2.0,Meaningful work impact,0,0.5333333333333333,13,0,1,0,1,0,0,1,1,1,1,1,Non-Autonomous/Other,Business/Management,Male
Complete,Singapore,Yale-NUS College,Year 3,Bachelor's Degree,"Business/Management (Accounting, Finance, Marketing, Management, etc.)",Singaporean/Singapore PR,Male,I’m familiar with the organisation and would consider them as a potential employer,Types of roles available,Career progression and development,Compensation and benefits,,,,,2.0,Meaningful work impact,0,0.5166666666666667,13,0,1,0,1,0,0,1,1,1,1,1,Non-Autonomous/Other,Business/Management,Male
Complete,Singapore,Yale-NUS College,Year 3,Bachelor's Degree,"Business/Management (Accounting, Finance, Marketing, Management, etc.)",Singaporean/Singapore PR,Male,I’m familiar with the organisation and would consider them as a potential employer,Types of roles available,Career progression and development,Compensation and benefits,,,,,2.0,Meaningful work impact,0,0.3333333333333333,13,0,1,0,1,0,0,1,1,1,1,1,Non-Autonomous/Other,Business/Management,Male
Complete,Singapore,Yale-NUS College,Year 3,Bachelor's Degree,"Business/Management (Accounting, Finance, Marketing, Management, etc.)",Singaporean/Singapore PR,Male,I’m familiar with the organisation and would consider them as a potential employer,Types of roles available,Career progression and development,Compensation and benefits,,,,,3.0,Meaningful work impact,0,0.4166666666666667,13,0,1,0,1,0,0,1,1,1,1,1,Non-Autonomous/Other,Business/Management,Male
Complete,Singapore,Yale-NUS College,Year 3,Bachelor's Degree,"Business/Management (Accounting, Finance, Marketing, Management, etc.)",Singaporean/Singapore PR,Male,I’m familiar with the organisation and would consider them as a potential employer,Types of roles available,Career progression and development,Compensation and benefits,,,,,2.0,Meaningful work impact,0,0.4,13,0,1,0,1,0,0,1,1,1,1,1,Non-Autonomous/Other,Business/Management,Male
Complete,Singapore,Yale-NUS College,Year 3,Bachelor's Degree,"Business/Management (Accounting, Finance, Marketing, Management, etc.)",Singaporean/Singapore PR,Male,I’m familiar with the organisation and would consider them as a potential employer,Types of roles available,Career progression and development,Compensation and benefits,,,,,2.0,Meaningful work impact,0,0.48333333333333334,13,0,1,0,1,0,0,1,1,1,1,1,Non-Autonomous/Other,Business/Management,Male
Complete,Singapore,Yale-NUS College,Year 3,Bachelor's Degree,"Business/Management (Accounting, Finance, Marketing, Management, etc.)",Singaporean/Singapore PR,Male,I’m familiar with the organisation and would consider them as a potential employer,Types of roles available,Career progression and development,Compensation and benefits,,,,,2.0,Meaningful work impact,0,0.4,13,0,1,0,1,0,0,1,1,1,1,1,Non-Autonomous/Other,Business/Management,Male
Complete,Singapore,Yale-NUS College,Year 3,Bachelor's Degree,"Business/Management (Accounting, Finance, Marketing, Management, etc.)",Singaporean/Singapore PR,Male,I’m familiar with the organisation and would consider them as a potential employer,Types of roles available,Career progression and development,Compensation and benefits,,,,,2.0,Meaningful work impact,0,0.35,13,0,1,0,1,0,0,1,1,1,1,1,Non-Autonomous/Other,Business/Management,Male
Partial,Singapore,Nanyang Technological University (NTU),Year 2,Bachelor's Degree,"Business/Management (Accounting, Finance, Marketing, Management, etc.)",Singaporean/Singapore PR,Female,,,,,,,,,,,1,10.2,13,0,1,1,1,0,0,1,0,0,0,0,Autonomous,Business/Management,Female
Complete,Singapore,Yale-NUS College,Year 3,Bachelor's Degree,"Business/Management (Accounting, Finance, Marketing, Management, etc.)",Singaporean/Singapore PR,Male,I’m familiar with the organisation and would consider them as a potential employer,Types of roles available,Career progression and development,Compensation and benefits,,,,,2.0,Meaningful work impact,0,0.4166666666666667,13,0,1,0,1,0,0,1,1,1,1,1,Non-Autonomous/Other,Business/Management,Male
Complete,Singapore,Yale-NUS College,Year 3,Bachelor's Degree,"Business/Management (Accounting, Finance, Marketing, Management, etc.)",Singaporean/Singapore PR,Male,I’m familiar with the organisation and would consider them as a potential employer,Types of roles available,Career progression and development,Compensation and benefits,,,,,2.0,Meaningful work impact,0,0.36666666666666664,13,0,1,0,1,0,0,1,1,1,1,1,Non-Autonomous/Other,Business/Management,Male
Complete,Singapore,Yale-NUS College,Year 3,Bachelor's Degree,"Business/Management (Accounting, Finance, Marketing, Management, etc.)",Singaporean/Singapore PR,Male,I’m familiar with the organisation and would consider them as a potential employer,Types of roles available,Career progression and development,Compensation and benefits,,,,,2.0,Meaningful work impact,0,0.45,13,0,1,0,1,0,0,1,1,1,1,1,Non-Autonomous/Other,Business/Management,Male
Complete,Singapore,Yale-NUS College,Year 3,Bachelor's Degree,"Business/Management (Accounting, Finance, Marketing, Management, etc.)",Singaporean/Singapore PR,Male,I’m familiar with the organisation and would consider them as a potential employer,Types of roles available,Career progression and development,Compensation and benefits,,,,,2.0,Meaningful work impact,0,0.35,13,0,1,0,1,0,0,1,1,1,1,1,Non-Autonomous/Other,Business/Management,Male
Complete,Singapore,Yale-NUS College,Year 3,Bachelor's Degree,"Business/Management (Accounting, Finance, Marketing, Management, etc.)",Singaporean/Singapore PR,Male,I’m familiar with the organisation and would consider them as a potential employer,Types of roles available,Career progression and development,Compensation and benefits,,,,,2.0,Meaningful work impact,0,0.38333333333333336,13,0,1,0,1,0,0,1,1,1,1,1,Non-Autonomous/Other,Business/Management,Male
Complete,Singapore,Yale-NUS College,Year 3,Bachelor's Degree,"Business/Management (Accounting, Finance, Marketing, Management, etc.)",Singaporean/Singapore PR,Male,I’m familiar with the organisation and would consider them as a potential employer,Types of roles available,Career progression and development,Compensation and benefits,,,,,2.0,Meaningful work impact,0,0.4,13,0,1,0,1,0,0,1,1,1,1,1,Non-Autonomous/Other,Business/Management,Male
Complete,Singapore,Yale-NUS College,Year 3,Bachelor's Degree,"Business/Management (Accounting, Finance, Marketing, Management, etc.)",Singaporean/Singapore PR,Male,I’m familiar with the organisation and would consider them as a potential employer,Types of roles available,Career progression and development,Compensation and benefits,,,,,2.0,Work-life balance,0,0.36666666666666664,13,0,1,0,1,0,0,1,1,1,1,1,Non-Autonomous/Other,Business/Management,Male
Complete,Singapore,Yale-NUS College,Year 3,Bachelor's Degree,"Business/Management (Accounting, Finance, Marketing, Management, etc.)",Singaporean/Singapore PR,Male,I’m familiar with the organisation and would consider them as a potential employer,Types of roles available,Career progression and development,Compensation and benefits,,,,,2.0,Meaningful work impact,0,0.3,13,0,1,0,1,0,0,1,1,1,1,1,Non-Autonomous/Other,Business/Management,Male
Complete,Singapore,Yale-NUS College,Year 3,Bachelor's Degree,"Business/Management (Accounting, Finance, Marketing, Management, etc.)",Singaporean/Singapore PR,Male,I’m familiar with the organisation and would consider them as a potential employer,Types of roles available,Career progression and development,Compensation and benefits,,,,,2.0,Meaningful work impact,0,0.5,13,0,1,0,1,0,0,1,1,1,1,1,Non-Autonomous/Other,Business/Management,Male
Complete,Singapore,Yale-NUS College,Year 3,Bachelor's Degree,"Business/Management (Accounting, Finance, Marketing, Management, etc.)",Singaporean/Singapore PR,Male,I’m familiar with the organisation and would consider them as a potential employer,Types of roles available,Career progression and development,Compensation and benefits,,,,,2.0,Career growth opportunities,0,2.35,13,0,1,0,1,0,0,1,1,1,1,1,Non-Autonomous/Other,Business/Management,Male
Complete,Singapore,Yale-NUS College,Year 3,Bachelor's Degree,"Business/Management (Accounting, Finance, Marketing, Management, etc.)",Singaporean/Singapore PR,Male,I’m familiar with the organisation and would consider them as a potential employer,,Career progression and development,Compensation and benefits,Work-life balance and culture,,,,2.0,Career growth opportunities,0,0.4,13,0,1,0,1,0,0,1,1,1,1,1,Non-Autonomous/Other,Business/Management,Male
Complete,Singapore,Yale-NUS College,Year 3,Bachelor's Degree,"Business/Management (Accounting, Finance, Marketing, Management, etc.)",Singaporean/Singapore PR,Male,I’m familiar with the organisation and would consider them as a potential employer,Types of roles available,Career progression and development,Compensation and benefits,,,,,2.0,Meaningful work impact,0,0.3333333333333333,13,0,1,0,1,0,0,1,1,1,1,1,Non-Autonomous/Other,Business/Management,Male
